transaction_date,bank_id,bank_name,high_value_customers,medium_value_customers,regular_customers,high_value_volume,medium_value_volume,regular_value_volume,avg_high_value,avg_medium_value,avg_regular_value,customer_retention_rate,new_customers
2025-06-21,BNK004,Regional Trust Bank,24,57,84,11549.52,4812.3,2887.38,481.23,84.43,34.37,92.4,18
2025-06-21,BNK005,Digital Banking Corp,49,115,166,30094.76,12539.48,7523.69,614.18,109.04,45.32,85.5,29
2025-06-21,BNK006,Heritage Bank,23,55,80,12777.36,5323.9,3194.34,555.54,96.8,39.93,93.4,18
2025-06-21,BNK007,Innovation Bank,41,97,140,26010.14,10837.56,6502.53,634.39,111.73,46.45,93.3,22
2025-06-22,BNK001,Premier Bank,19,44,65,15989.18,6662.16,3997.3,841.54,151.41,61.5,86.2,11
2025-06-22,BNK002,Community First Bank,27,62,91,13022.81,5426.17,3255.7,482.33,87.52,35.78,86.7,26
2025-06-22,BNK003,Metro Financial,24,57,83,15573.67,6489.03,3893.42,648.9,113.84,46.91,91.2,13
2025-06-22,BNK004,Regional Trust Bank,13,32,48,11377.39,4740.58,2844.35,875.18,148.14,59.26,95.0,9
2025-06-22,BNK005,Digital Banking Corp,34,79,115,22590.49,9412.7,5647.62,664.43,119.15,49.11,89.0,29
2025-06-22,BNK006,Heritage Bank,13,31,46,6529.22,2720.51,1632.3,502.25,87.76,35.48,96.3,10
2025-06-22,BNK007,Innovation Bank,21,50,72,15077.54,6282.31,3769.38,717.98,125.65,52.35,85.6,15
2025-06-23,BNK001,Premier Bank,93,218,313,59534.96,24806.24,14883.74,640.16,113.79,47.55,94.9,39
2025-06-23,BNK002,Community First Bank,79,185,266,38804.56,16168.57,9701.14,491.2,87.4,36.47,88.0,73
2025-06-23,BNK003,Metro Financial,64,149,214,47253.59,19688.99,11813.4,738.34,132.14,55.2,85.3,53
2025-06-23,BNK004,Regional Trust Bank,78,184,264,44171.41,18404.76,11042.85,566.3,100.03,41.83,91.2,49
2025-06-23,BNK005,Digital Banking Corp,114,267,384,54277.99,22615.83,13569.5,476.12,84.7,35.34,85.1,100
2025-06-23,BNK006,Heritage Bank,39,92,132,17769.23,7403.85,4442.31,455.62,80.48,33.65,89.7,27
2025-06-23,BNK007,Innovation Bank,83,194,279,45595.58,18998.16,11398.9,549.34,97.93,40.86,93.8,66
2025-06-24,BNK001,Premier Bank,90,211,302,50953.33,21230.55,12738.33,566.15,100.62,42.18,97.4,62
2025-06-24,BNK002,Community First Bank,66,155,223,44895.91,18706.63,11223.98,680.24,120.69,50.33,90.2,64
2025-06-24,BNK003,Metro Financial,83,193,278,42541.37,17725.57,10635.34,512.55,91.84,38.26,93.3,44
2025-06-24,BNK004,Regional Trust Bank,49,116,168,33206.81,13836.17,8301.7,677.69,119.28,49.41,86.6,44
2025-06-24,BNK005,Digital Banking Corp,63,147,210,41653.9,17355.79,10413.47,661.17,118.07,49.59,89.7,48
2025-06-24,BNK006,Heritage Bank,36,85,122,19125.64,7969.02,4781.41,531.27,93.75,39.19,91.1,16
2025-06-24,BNK007,Innovation Bank,62,144,208,30242.51,12601.05,7560.63,487.78,87.51,36.35,92.8,23
2025-06-25,BNK001,Premier Bank,61,142,204,42654.54,17772.72,10663.63,699.25,125.16,52.27,90.4,42
2025-06-25,BNK002,Community First Bank,59,139,200,40616.09,16923.37,10154.02,688.41,121.75,50.77,90.7,49
2025-06-25,BNK003,Metro Financial,54,125,181,42167.17,17569.65,10541.79,780.87,140.56,58.24,95.8,45
2025-06-25,BNK004,Regional Trust Bank,58,135,195,35308.06,14711.69,8827.02,608.76,108.98,45.27,85.5,26
2025-06-25,BNK005,Digital Banking Corp,103,241,347,60598.63,25249.43,15149.66,588.34,104.77,43.66,92.0,99
2025-06-25,BNK006,Heritage Bank,59,139,201,25368.42,10570.17,6342.1,429.97,76.04,31.55,95.9,53
2025-06-25,BNK007,Innovation Bank,70,164,237,35790.14,14912.56,8947.54,511.29,90.93,37.75,88.9,43
2025-06-26,BNK001,Premier Bank,81,191,274,51668.06,21528.36,12917.02,637.88,112.71,47.14,91.1,35
2025-06-26,BNK002,Community First Bank,45,107,154,34530.41,14387.67,8632.6,767.34,134.46,56.06,85.4,44
2025-06-26,BNK003,Metro Financial,74,173,248,44526.41,18552.67,11131.6,601.71,107.24,44.89,88.1,36
2025-06-26,BNK004,Regional Trust Bank,83,195,281,41196.01,17165.0,10299.0,496.34,88.03,36.65,86.1,79
2025-06-26,BNK005,Digital Banking Corp,108,251,361,70682.4,29451.0,17670.6,654.47,117.33,48.95,92.5,84
2025-06-26,BNK006,Heritage Bank,46,108,157,20874.82,8697.84,5218.71,453.8,80.54,33.24,96.9,26
2025-06-26,BNK007,Innovation Bank,72,168,240,35697.11,14873.8,8924.28,495.79,88.53,37.18,93.1,25
2025-06-27,BNK001,Premier Bank,99,232,333,38703.86,16126.61,9675.96,390.95,69.51,29.06,87.4,88
2025-06-27,BNK002,Community First Bank,86,201,290,51123.05,21301.27,12780.76,594.45,105.98,44.07,95.0,49
2025-06-27,BNK003,Metro Financial,128,298,428,50646.94,21102.89,12661.73,395.68,70.82,29.58,89.9,88
2025-06-27,BNK004,Regional Trust Bank,72,170,244,47027.66,19594.86,11756.92,653.16,115.26,48.18,85.0,36
2025-06-27,BNK005,Digital Banking Corp,125,291,418,85348.14,35561.72,21337.03,682.79,122.21,51.05,87.7,62
2025-06-27,BNK006,Heritage Bank,31,73,106,24298.24,10124.27,6074.56,783.81,138.69,57.31,95.5,16
2025-06-27,BNK007,Innovation Bank,76,177,254,65952.73,27480.31,16488.18,867.8,155.26,64.91,87.5,50
2025-06-28,BNK001,Premier Bank,38,88,128,30177.52,12573.97,7544.38,794.15,142.89,58.94,96.3,18
2025-06-28,BNK002,Community First Bank,52,122,177,25230.88,10512.87,6307.72,485.21,86.17,35.64,86.0,30
2025-06-28,BNK003,Metro Financial,55,128,185,27201.35,11333.9,6800.34,494.57,88.55,36.76,94.7,38
2025-06-28,BNK004,Regional Trust Bank,24,56,80,14201.54,5917.31,3550.39,591.73,105.67,44.38,95.6,23
2025-06-28,BNK005,Digital Banking Corp,54,126,182,31221.74,13009.06,7805.43,578.18,103.25,42.89,95.3,39
2025-06-28,BNK006,Heritage Bank,30,70,100,14631.06,6096.27,3657.76,487.7,87.09,36.58,91.4,10
2025-06-28,BNK007,Innovation Bank,41,96,139,31439.96,13099.98,7859.99,766.83,136.46,56.55,97.8,24
2025-06-29,BNK001,Premier Bank,41,95,138,16852.54,7021.89,4213.13,411.04,73.91,30.53,87.0,31
2025-06-29,BNK002,Community First Bank,24,56,80,15826.61,6594.42,3956.65,659.44,117.76,49.46,88.7,17
2025-06-29,BNK003,Metro Financial,25,59,85,15296.92,6373.72,3824.23,611.88,108.03,44.99,92.6,15
2025-06-29,BNK004,Regional Trust Bank,17,40,60,7627.55,3178.15,1906.89,448.68,79.45,31.78,95.9,8
2025-06-29,BNK005,Digital Banking Corp,30,70,100,18452.83,7688.68,4613.21,615.09,109.84,46.13,90.8,20
2025-06-29,BNK006,Heritage Bank,10,25,37,6681.73,2784.05,1670.43,668.17,111.36,45.15,93.6,9
2025-06-29,BNK007,Innovation Bank,30,70,101,18118.69,7549.45,4529.67,603.96,107.85,44.85,90.1,23
2025-06-30,BNK001,Premier Bank,89,208,299,52233.83,21764.1,13058.46,586.9,104.64,43.67,87.0,85
2025-06-30,BNK002,Community First Bank,67,158,227,40626.51,16927.71,10156.63,606.37,107.14,44.74,90.0,55
2025-06-30,BNK003,Metro Financial,106,248,357,53862.08,22442.53,13465.52,508.13,90.49,37.72,85.3,50
2025-06-30,BNK004,Regional Trust Bank,89,208,298,39905.5,16627.29,9976.38,448.38,79.94,33.48,91.3,82
2025-06-30,BNK005,Digital Banking Corp,78,184,264,47654.29,19855.96,11913.57,610.95,107.91,45.13,91.9,75
2025-06-30,BNK006,Heritage Bank,27,62,91,19411.24,8088.02,4852.81,718.93,130.45,53.33,91.3,17
2025-06-30,BNK007,Innovation Bank,75,176,254,49864.07,20776.7,12466.02,664.85,118.05,49.08,86.6,65
2025-07-01,BNK001,Premier Bank,63,148,214,46309.66,19295.69,11577.42,735.07,130.38,54.1,88.2,59
2025-07-01,BNK002,Community First Bank,136,318,456,52121.35,21717.23,13030.34,383.25,68.29,28.58,96.8,131
2025-07-01,BNK003,Metro Financial,62,145,209,45462.17,18942.57,11365.54,733.26,130.64,54.38,91.8,48
2025-07-01,BNK004,Regional Trust Bank,40,94,135,32942.02,13725.84,8235.5,823.55,146.02,61.0,95.1,16
2025-07-01,BNK005,Digital Banking Corp,69,163,234,54383.86,22659.94,13595.96,788.17,139.02,58.1,92.8,24
2025-07-01,BNK006,Heritage Bank,26,61,90,22992.4,9580.17,5748.1,884.32,157.05,63.87,91.5,11
2025-07-01,BNK007,Innovation Bank,52,122,175,46703.18,19459.66,11675.8,898.14,159.51,66.72,87.4,30
2025-07-02,BNK001,Premier Bank,82,193,278,56557.37,23565.57,14139.34,689.72,122.1,50.86,90.6,62
2025-07-02,BNK002,Community First Bank,72,170,244,50339.86,20974.94,12584.96,699.16,123.38,51.58,86.0,48
2025-07-02,BNK003,Metro Financial,70,164,237,45114.98,18797.91,11278.74,644.5,114.62,47.59,87.4,50
2025-07-02,BNK004,Regional Trust Bank,111,259,370,43212.71,18005.3,10803.18,389.3,69.52,29.2,93.3,78
2025-07-02,BNK005,Digital Banking Corp,108,253,364,66133.28,27555.53,16533.32,612.35,108.92,45.42,94.6,60
2025-07-02,BNK006,Heritage Bank,34,80,117,25129.33,10470.55,6282.33,739.1,130.88,53.7,94.9,21
2025-07-02,BNK007,Innovation Bank,82,192,277,59877.38,24948.91,14969.35,730.21,129.94,54.04,91.3,63
2025-07-03,BNK001,Premier Bank,72,168,241,59699.5,24874.79,14924.87,829.16,148.06,61.93,85.2,55
2025-07-03,BNK002,Community First Bank,98,230,331,41789.19,17412.16,10447.3,426.42,75.71,31.56,93.0,53
2025-07-03,BNK003,Metro Financial,82,192,275,55122.85,22967.85,13780.71,672.23,119.62,50.11,86.1,32
2025-07-03,BNK004,Regional Trust Bank,66,154,220,36849.46,15353.94,9212.36,558.33,99.7,41.87,97.0,52
2025-07-03,BNK005,Digital Banking Corp,133,311,446,65369.26,27237.19,16342.31,491.5,87.58,36.64,86.7,76
2025-07-03,BNK006,Heritage Bank,28,67,97,21253.6,8855.67,5313.4,759.06,132.17,54.78,92.7,25
2025-07-03,BNK007,Innovation Bank,120,280,401,54898.23,22874.26,13724.56,457.49,81.69,34.23,85.6,59
2025-07-04,BNK001,Premier Bank,136,317,455,81178.34,33824.31,20294.58,596.9,106.7,44.6,96.6,46
2025-07-04,BNK002,Community First Bank,96,225,322,63706.44,26544.35,15926.61,663.61,117.97,49.46,87.6,93
2025-07-04,BNK003,Metro Financial,102,237,341,64296.47,26790.19,16074.12,630.36,113.04,47.14,93.0,51
2025-07-04,BNK004,Regional Trust Bank,90,211,304,41225.65,17177.35,10306.41,458.06,81.41,33.9,85.9,31
2025-07-04,BNK005,Digital Banking Corp,82,191,274,56512.03,23546.68,14128.01,689.17,123.28,51.56,88.2,75
2025-07-04,BNK006,Heritage Bank,58,136,196,25728.33,10720.14,6432.08,443.59,78.82,32.82,90.4,47
2025-07-04,BNK007,Innovation Bank,65,152,220,46688.92,19453.72,11672.23,718.29,127.98,53.06,96.9,39
2025-07-05,BNK001,Premier Bank,74,173,249,35459.51,14774.8,8864.88,479.18,85.4,35.6,87.5,50
2025-07-05,BNK002,Community First Bank,53,125,180,20391.02,8496.26,5097.76,384.74,67.97,28.32,96.8,46
2025-07-05,BNK003,Metro Financial,32,74,108,29042.38,12100.99,7260.6,907.57,163.53,67.23,85.9,25
2025-07-05,BNK004,Regional Trust Bank,57,133,190,21650.04,9020.85,5412.51,379.83,67.83,28.49,92.4,53
2025-07-05,BNK005,Digital Banking Corp,66,156,224,34319.37,14299.74,8579.84,519.99,91.66,38.3,86.6,46
2025-07-05,BNK006,Heritage Bank,18,42,60,11992.43,4996.85,2998.11,666.25,118.97,49.97,96.4,10
2025-07-05,BNK007,Innovation Bank,34,79,114,24459.16,10191.32,6114.79,719.39,129.0,53.64,91.3,12
2025-07-06,BNK001,Premier Bank,23,55,81,15613.16,6505.48,3903.29,678.83,118.28,48.19,88.6,13
2025-07-06,BNK002,Community First Bank,15,35,51,9226.22,3844.26,2306.56,615.08,109.84,45.23,97.3,7
2025-07-06,BNK003,Metro Financial,15,36,52,12756.84,5315.35,3189.21,850.46,147.65,61.33,91.0,12
2025-07-06,BNK004,Regional Trust Bank,18,42,61,8798.05,3665.85,2199.51,488.78,87.28,36.06,87.1,11
2025-07-06,BNK005,Digital Banking Corp,40,95,137,18885.13,7868.81,4721.28,472.13,82.83,34.46,94.6,37
2025-07-06,BNK006,Heritage Bank,15,36,54,7356.11,3065.05,1839.03,490.41,85.14,34.06,93.1,12
2025-07-06,BNK007,Innovation Bank,29,69,101,13764.57,5735.24,3441.14,474.64,83.12,34.07,86.6,28
2025-07-07,BNK001,Premier Bank,72,169,243,47142.17,19642.57,11785.54,654.75,116.23,48.5,86.7,61
2025-07-07,BNK002,Community First Bank,86,202,291,40300.28,16791.78,10075.07,468.61,83.13,34.62,88.4,83
2025-07-07,BNK003,Metro Financial,84,198,284,51760.03,21566.68,12940.01,616.19,108.92,45.56,94.4,70
2025-07-07,BNK004,Regional Trust Bank,85,198,285,45693.39,19038.91,11423.35,537.57,96.16,40.08,87.8,53
2025-07-07,BNK005,Digital Banking Corp,84,196,280,46736.82,19473.67,11684.2,556.39,99.36,41.73,93.0,71
2025-07-07,BNK006,Heritage Bank,38,89,128,20521.33,8550.56,5130.33,540.04,96.07,40.08,86.4,37
2025-07-07,BNK007,Innovation Bank,72,169,242,40604.24,16918.44,10151.06,563.95,100.11,41.95,96.6,37
2025-07-08,BNK001,Premier Bank,115,270,387,62540.9,26058.71,15635.22,543.83,96.51,40.4,95.7,78
2025-07-08,BNK002,Community First Bank,65,153,221,42621.8,17759.08,10655.45,655.72,116.07,48.21,91.0,35
2025-07-08,BNK003,Metro Financial,82,191,275,41280.21,17200.09,10320.05,503.42,90.05,37.53,92.6,67
2025-07-08,BNK004,Regional Trust Bank,34,79,115,25172.17,10488.4,6293.04,740.36,132.76,54.72,90.3,25
2025-07-08,BNK005,Digital Banking Corp,109,254,365,63699.13,26541.3,15924.78,584.4,104.49,43.63,94.1,88
2025-07-08,BNK006,Heritage Bank,29,67,98,22421.62,9342.34,5605.41,773.16,139.44,57.2,85.7,26
2025-07-08,BNK007,Innovation Bank,81,190,273,41386.24,17244.27,10346.56,510.94,90.76,37.9,91.0,41
2025-07-09,BNK001,Premier Bank,82,192,277,54941.0,22892.08,13735.25,670.01,119.23,49.59,88.1,54
2025-07-09,BNK002,Community First Bank,43,102,148,33656.32,14023.47,8414.08,782.71,137.48,56.85,96.5,25
2025-07-09,BNK003,Metro Financial,70,165,237,46496.7,19373.62,11624.17,664.24,117.42,49.05,94.7,28
2025-07-09,BNK004,Regional Trust Bank,53,124,179,36765.25,15318.85,9191.31,693.68,123.54,51.35,91.2,53
2025-07-09,BNK005,Digital Banking Corp,86,202,291,57883.86,24118.28,14470.97,673.07,119.4,49.73,95.0,41
2025-07-09,BNK006,Heritage Bank,39,92,132,19042.81,7934.5,4760.7,488.28,86.24,36.07,91.5,19
2025-07-09,BNK007,Innovation Bank,75,175,252,45977.0,19157.08,11494.25,613.03,109.47,45.61,90.3,64
2025-07-10,BNK001,Premier Bank,107,251,360,52482.64,21867.76,13120.66,490.49,87.12,36.45,95.0,52
2025-07-10,BNK002,Community First Bank,42,99,143,36237.39,15098.91,9059.35,862.79,152.51,63.35,97.0,31
2025-07-10,BNK003,Metro Financial,105,245,352,56696.78,23623.66,14174.2,539.97,96.42,40.27,89.9,70
2025-07-10,BNK004,Regional Trust Bank,62,145,210,38622.48,16092.7,9655.62,622.94,110.98,45.98,92.9,44
2025-07-10,BNK005,Digital Banking Corp,143,333,478,61703.02,25709.59,15425.76,431.49,77.21,32.27,91.3,95
2025-07-10,BNK006,Heritage Bank,46,109,158,20979.11,8741.3,5244.78,456.07,80.2,33.19,87.3,41
2025-07-10,BNK007,Innovation Bank,112,262,375,45930.77,19137.82,11482.69,410.1,73.05,30.62,92.0,47
2025-07-11,BNK001,Premier Bank,112,261,374,56882.14,23700.89,14220.53,507.88,90.81,38.02,95.0,107
2025-07-11,BNK002,Community First Bank,51,121,174,43290.36,18037.65,10822.59,848.83,149.07,62.2,97.3,30
2025-07-11,BNK003,Metro Financial,116,272,390,63597.38,26498.91,15899.34,548.25,97.42,40.77,86.8,79
2025-07-11,BNK004,Regional Trust Bank,49,116,168,28010.38,11670.99,7002.59,571.64,100.61,41.68,86.5,47
2025-07-11,BNK005,Digital Banking Corp,90,211,303,62057.09,25857.12,15514.27,689.52,122.55,51.2,87.4,45
2025-07-11,BNK006,Heritage Bank,48,112,162,27851.05,11604.6,6962.76,580.23,103.61,42.98,90.3,28
2025-07-11,BNK007,Innovation Bank,145,340,487,69838.12,29099.22,17459.53,481.64,85.59,35.85,95.3,92
2025-07-12,BNK001,Premier Bank,53,125,180,37189.28,15495.53,9297.32,701.68,123.96,51.65,87.2,27
2025-07-12,BNK002,Community First Bank,33,77,110,28557.59,11899.0,7139.4,865.38,154.53,64.9,91.6,14
2025-07-12,BNK003,Metro Financial,73,171,245,34313.17,14297.16,8578.29,470.04,83.61,35.01,93.0,52
2025-07-12,BNK004,Regional Trust Bank,27,63,92,24283.33,10118.06,6070.83,899.38,160.6,65.99,94.3,26
2025-07-12,BNK005,Digital Banking Corp,34,80,117,32647.34,13603.06,8161.83,960.22,170.04,69.76,96.9,33
2025-07-12,BNK006,Heritage Bank,14,33,48,11540.36,4808.48,2885.09,824.31,145.71,60.11,88.2,5
2025-07-12,BNK007,Innovation Bank,52,122,176,27621.55,11508.98,6905.39,531.18,94.34,39.24,88.9,48
2025-07-13,BNK001,Premier Bank,32,76,110,18204.14,7585.06,4551.03,568.88,99.8,41.37,97.6,29
2025-07-13,BNK002,Community First Bank,16,38,55,14132.9,5888.71,3533.22,883.31,154.97,64.24,86.4,15
2025-07-13,BNK003,Metro Financial,25,60,87,15691.78,6538.24,3922.94,627.67,108.97,45.09,90.5,8
2025-07-13,BNK004,Regional Trust Bank,10,24,36,7004.68,2918.61,1751.17,700.47,121.61,48.64,90.8,3
2025-07-13,BNK005,Digital Banking Corp,24,58,84,14277.49,5948.95,3569.37,594.9,102.57,42.49,92.1,13
2025-07-13,BNK006,Heritage Bank,13,31,46,7078.73,2949.47,1769.68,544.52,95.14,38.47,91.2,10
2025-07-13,BNK007,Innovation Bank,25,59,85,13613.82,5672.43,3403.45,544.55,96.14,40.04,96.3,19
2025-07-14,BNK001,Premier Bank,101,237,340,67872.61,28280.25,16968.15,672.01,119.33,49.91,90.6,89
2025-07-14,BNK002,Community First Bank,50,118,171,41495.03,17289.6,10373.76,829.9,146.52,60.67,96.8,21
2025-07-14,BNK003,Metro Financial,74,173,249,42717.47,17798.95,10679.37,577.26,102.88,42.89,91.9,38
2025-07-14,BNK004,Regional Trust Bank,60,140,201,47866.29,19944.29,11966.57,797.77,142.46,59.54,85.6,46
2025-07-14,BNK005,Digital Banking Corp,103,241,346,68059.34,28358.06,17014.83,660.77,117.67,49.18,96.2,45
2025-07-14,BNK006,Heritage Bank,48,112,162,19158.76,7982.82,4789.69,399.14,71.28,29.57,95.6,43
2025-07-14,BNK007,Innovation Bank,151,353,507,66120.58,27550.24,16530.14,437.88,78.05,32.6,96.9,77
2025-07-15,BNK001,Premier Bank,73,171,245,54583.5,22743.12,13645.88,747.72,133.0,55.7,96.8,40
2025-07-15,BNK002,Community First Bank,84,197,284,38781.11,16158.8,9695.28,461.68,82.02,34.14,92.2,31
2025-07-15,BNK003,Metro Financial,70,165,238,48215.24,20089.68,12053.81,688.79,121.76,50.65,85.6,57
2025-07-15,BNK004,Regional Trust Bank,51,120,173,36050.31,15020.96,9012.58,706.87,125.17,52.1,90.8,26
2025-07-15,BNK005,Digital Banking Corp,64,151,218,44255.49,18439.79,11063.87,691.49,122.12,50.75,87.5,50
2025-07-15,BNK006,Heritage Bank,31,72,104,23010.9,9587.88,5752.72,742.29,133.16,55.31,85.0,27
2025-07-15,BNK007,Innovation Bank,87,203,290,54163.46,22568.11,13540.87,622.57,111.17,46.69,86.0,40
2025-07-16,BNK001,Premier Bank,82,191,275,49799.27,20749.7,12449.82,607.31,108.64,45.27,90.0,53
2025-07-16,BNK002,Community First Bank,55,129,187,35999.89,14999.95,8999.97,654.54,116.28,48.13,89.6,30
2025-07-16,BNK003,Metro Financial,63,147,210,41010.56,17087.74,10252.64,650.96,116.24,48.82,97.5,47
2025-07-16,BNK004,Regional Trust Bank,79,184,265,35122.18,14634.24,8780.54,444.58,79.53,33.13,85.3,49
2025-07-16,BNK005,Digital Banking Corp,175,408,585,80326.11,33469.21,20081.53,459.01,82.03,34.33,96.4,93
2025-07-16,BNK006,Heritage Bank,54,125,181,25322.69,10551.12,6330.67,468.94,84.41,34.98,86.2,45
2025-07-16,BNK007,Innovation Bank,65,152,220,47943.31,19976.38,11985.83,737.59,131.42,54.48,92.9,46
2025-07-17,BNK001,Premier Bank,117,273,392,59788.34,24911.81,14947.08,511.01,91.25,38.13,85.7,50
2025-07-17,BNK002,Community First Bank,34,80,116,23895.47,9956.45,5973.87,702.81,124.46,51.5,93.1,16
2025-07-17,BNK003,Metro Financial,86,201,288,46917.19,19548.83,11729.3,545.55,97.26,40.73,91.6,60
2025-07-17,BNK004,Regional Trust Bank,39,92,132,26051.6,10854.83,6512.9,667.99,117.99,49.34,88.7,38
2025-07-17,BNK005,Digital Banking Corp,63,147,210,46571.1,19404.62,11642.77,739.22,132.0,55.44,96.0,51
2025-07-17,BNK006,Heritage Bank,37,86,125,20968.73,8736.97,5242.18,566.72,101.59,41.94,86.0,15
2025-07-17,BNK007,Innovation Bank,69,163,234,46560.12,19400.05,11640.03,674.78,119.02,49.74,91.4,30
2025-07-18,BNK001,Premier Bank,90,210,302,62312.35,25963.48,15578.09,692.36,123.64,51.58,97.7,39
2025-07-18,BNK002,Community First Bank,126,295,422,67941.39,28308.91,16985.35,539.22,95.96,40.25,91.3,72
2025-07-18,BNK003,Metro Financial,142,333,478,60776.03,25323.35,15194.01,428.0,76.05,31.79,93.3,59
2025-07-18,BNK004,Regional Trust Bank,22,53,78,19760.08,8233.37,4940.02,898.19,155.35,63.33,90.6,11
2025-07-18,BNK005,Digital Banking Corp,94,219,315,56946.05,23727.52,14236.51,605.81,108.34,45.2,96.5,33
2025-07-18,BNK006,Heritage Bank,43,101,147,21207.8,8836.58,5301.95,493.2,87.49,36.07,96.9,38
2025-07-18,BNK007,Innovation Bank,90,211,303,60504.37,25210.15,15126.09,672.27,119.48,49.92,88.9,77
2025-07-19,BNK001,Premier Bank,46,108,157,28201.53,11750.64,7050.38,613.08,108.8,44.91,85.4,45
2025-07-19,BNK002,Community First Bank,58,137,197,30518.2,12715.92,7629.55,526.18,92.82,38.73,91.8,31
2025-07-19,BNK003,Metro Financial,46,109,157,29416.96,12257.07,7354.24,639.5,112.45,46.84,89.7,17
2025-07-19,BNK004,Regional Trust Bank,37,87,127,17805.2,7418.83,4451.3,481.22,85.27,35.05,97.9,13
2025-07-19,BNK005,Digital Banking Corp,57,133,191,38530.71,16054.46,9632.68,675.98,120.71,50.43,93.5,35
2025-07-19,BNK006,Heritage Bank,19,46,67,10536.72,4390.3,2634.18,554.56,95.44,39.32,97.3,9
2025-07-19,BNK007,Innovation Bank,43,100,144,24812.2,10338.42,6203.05,577.03,103.38,43.08,91.9,28
2025-07-20,BNK001,Premier Bank,18,44,64,14363.42,5984.76,3590.86,797.97,136.02,56.11,94.1,7
2025-07-20,BNK002,Community First Bank,16,38,57,13343.63,5559.85,3335.91,833.98,146.31,58.52,87.5,7
2025-07-20,BNK003,Metro Financial,32,75,109,13953.59,5814.0,3488.4,436.05,77.52,32.0,94.6,14
2025-07-20,BNK004,Regional Trust Bank,25,59,86,9896.62,4123.59,2474.15,395.86,69.89,28.77,92.5,12
2025-07-20,BNK005,Digital Banking Corp,38,89,130,16500.1,6875.04,4125.02,434.21,77.25,31.73,96.2,37
2025-07-20,BNK006,Heritage Bank,13,30,45,6506.78,2711.16,1626.69,500.52,90.37,36.15,91.7,7
2025-07-20,BNK007,Innovation Bank,17,40,60,14223.09,5926.29,3555.77,836.65,148.16,59.26,88.0,6
2025-07-21,BNK001,Premier Bank,80,188,271,53197.34,22165.56,13299.33,664.97,117.9,49.08,88.5,62
2025-07-21,BNK002,Community First Bank,78,183,262,35617.15,14840.48,8904.29,456.63,81.1,33.99,91.9,75
2025-07-21,BNK003,Metro Financial,40,95,138,37020.79,15425.33,9255.2,925.52,162.37,67.07,90.2,32
2025-07-21,BNK004,Regional Trust Bank,31,73,107,27458.81,11441.17,6864.7,885.77,156.73,64.16,91.4,21
2025-07-21,BNK005,Digital Banking Corp,68,158,228,38741.27,16142.19,9685.32,569.72,102.17,42.48,88.5,43
2025-07-21,BNK006,Heritage Bank,35,81,118,20140.96,8392.07,5035.24,575.46,103.61,42.67,91.1,28
2025-07-21,BNK007,Innovation Bank,74,173,249,41565.8,17319.08,10391.45,561.7,100.11,41.73,97.2,41
2025-07-22,BNK001,Premier Bank,63,148,212,52625.69,21927.37,13156.42,835.33,148.16,62.06,85.5,42
2025-07-22,BNK002,Community First Bank,112,262,376,53199.15,22166.31,13299.79,474.99,84.6,35.37,92.1,50
2025-07-22,BNK003,Metro Financial,66,155,222,43587.4,18161.42,10896.85,660.42,117.17,49.08,94.9,65
2025-07-22,BNK004,Regional Trust Bank,59,137,198,28599.95,11916.65,7149.99,484.74,86.98,36.11,97.3,27
2025-07-22,BNK005,Digital Banking Corp,73,171,245,44130.23,18387.6,11032.56,604.52,107.53,45.03,96.4,58
2025-07-22,BNK006,Heritage Bank,42,100,144,22640.65,9433.6,5660.16,539.06,94.34,39.31,90.9,29
2025-07-22,BNK007,Innovation Bank,39,92,132,36586.54,15244.39,9146.63,938.12,165.7,69.29,96.0,25
2025-07-23,BNK001,Premier Bank,105,244,351,58902.31,24542.63,14725.58,560.97,100.58,41.95,89.9,69
2025-07-23,BNK002,Community First Bank,72,169,242,49535.01,20639.59,12383.75,687.99,122.13,51.17,92.5,33
2025-07-23,BNK003,Metro Financial,62,145,209,52756.54,21981.89,13189.13,850.91,151.6,63.11,96.7,48
2025-07-23,BNK004,Regional Trust Bank,28,65,95,17146.48,7144.37,4286.62,612.37,109.91,45.12,93.2,11
2025-07-23,BNK005,Digital Banking Corp,62,145,208,49217.83,20507.43,12304.46,793.84,141.43,59.16,92.9,25
2025-07-23,BNK006,Heritage Bank,36,85,123,20137.69,8390.7,5034.42,559.38,98.71,40.93,86.0,25
2025-07-23,BNK007,Innovation Bank,100,235,338,51757.39,21565.58,12939.35,517.57,91.77,38.28,90.2,73
2025-07-24,BNK001,Premier Bank,94,221,317,57654.92,24022.88,14413.73,613.35,108.7,45.47,86.2,58
2025-07-24,BNK002,Community First Bank,33,78,114,27081.35,11283.9,6770.34,820.65,144.67,59.39,87.3,33
2025-07-24,BNK003,Metro Financial,75,176,254,45541.42,18975.59,11385.35,607.22,107.82,44.82,92.3,59
2025-07-24,BNK004,Regional Trust Bank,101,236,338,41090.38,17120.99,10272.6,406.84,72.55,30.39,89.2,40
2025-07-24,BNK005,Digital Banking Corp,121,283,407,62879.57,26199.82,15719.89,519.67,92.58,38.62,97.7,63
2025-07-24,BNK006,Heritage Bank,41,96,138,20915.79,8714.91,5228.95,510.14,90.78,37.89,90.5,31
2025-07-24,BNK007,Innovation Bank,62,146,211,42985.42,17910.59,10746.36,693.31,122.68,50.93,85.3,54
